timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1713560828109,5439,172.25.0.2 CPU,,,,,true,,0,0,0,0,null,0,0,0
1713560828110,14467,172.25.0.2 Memory,,,,,true,,0,0,0,0,null,0,0,0
1713560829110,804,172.25.0.2 CPU,,,,,true,,0,0,0,0,null,0,0,0
1713560829110,14475,172.25.0.2 Memory,,,,,true,,0,0,0,0,null,0,0,0
1713560830111,1204,172.25.0.2 CPU,,,,,true,,0,0,0,0,null,0,0,0
1713560830111,14481,172.25.0.2 Memory,,,,,true,,0,0,0,0,null,0,0,0
1713560831111,1002,172.25.0.2 CPU,,,,,true,,0,0,0,0,null,0,0,0
1713560831111,14459,172.25.0.2 Memory,,,,,true,,0,0,0,0,null,0,0,0
1713560832112,1199,172.25.0.2 CPU,,,,,true,,0,0,0,0,null,0,0,0
1713560832112,14490,172.25.0.2 Memory,,,,,true,,0,0,0,0,null,0,0,0
1713560833112,849,172.25.0.2 CPU,,,,,true,,0,0,0,0,null,0,0,0
1713560833112,14495,172.25.0.2 Memory,,,,,true,,0,0,0,0,null,0,0,0
1713560834113,751,172.25.0.2 CPU,,,,,true,,0,0,0,0,null,0,0,0
1713560834113,14494,172.25.0.2 Memory,,,,,true,,0,0,0,0,null,0,0,0
